id,COUNTRY,X,Y,DEM,ECO_NAME,BIOME_NAME,REALM,ECO_BIOME_
6339a,Austria,4657500,2747500,779,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
6340a,Austria,4755500,2768500,813,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
6343a,Austria,4716500,2640500,575,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
6344a,Austria,4623500,2757500,968,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
6345a,Austria,4722500,2629500,701,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
6348a,Austria,4665500,2618500,561,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
6350a,Austria,4572500,2735500,1002,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
6351a,Austria,4733500,2756500,1201,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
6352a,Austria,4757500,2788500,564,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
6353a,Austria,4561500,2724500,619,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
6361a,Austria,4596500,2744500,883,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
6362a,Austria,4591500,2733500,597,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
6364a,Austria,4742500,2754500,1132,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
6365a,Austria,4621500,2754500,972,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
6366a,Austria,4753500,2754500,681,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
6367a,Austria,4776500,2786500,565,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
6368a,Austria,4771000,2797000,507,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
6369a,Austria,4569500,2743500,1043,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
6370a,Austria,4690500,2743500,963,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
6371a,Austria,4771500,2764500,1012,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
6373a,Austria,4662500,2753500,1322,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
6374a,Austria,4559500,2721500,651,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
6377a,Austria,4594500,2742500,682,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
6378a,Austria,4645500,2763500,858,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
6380a,Austria,4490500,2720500,1000,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
6382a,Austria,4640500,2752500,632,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
6386a,Austria,4588500,2741500,700,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
6547a,Germany,4451500,2730500,1069,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
6549a,Germany,4427500,2730500,921,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
6776a,Germany,4431500,2718500,1109,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
6777a,Germany,4423500,2718500,870,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
6778a,Germany,4427500,2718500,1113,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
6863a,Germany,4341500,2696500,951,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
7220a,Germany,4547500,2737500,1026,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
7265a,Germany,4439500,2726500,787,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
7266a,Germany,4427500,2726500,1254,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
7268a,Germany,4435500,2726500,974,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
7392a,Germany,4491500,2736500,965,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
7975a,Germany,4435500,2722500,864,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
7976a,Germany,4431500,2722500,828,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
7977a,Germany,4447500,2722500,1211,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
7980a,Germany,4443500,2722500,1107,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
8790a,Germany,4483500,2727500,710,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
8825a,Germany,4463500,2727000,944,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
8948a,Germany,4507500,2736500,729,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
9015a,Germany,4439500,2714500,1013,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
9016a,Germany,4419500,2714500,988,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
9213a,Germany,4511000,2744500,804,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
9484a,Germany,4527500,2741500,698,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
10779a,Switzerland,4281500,2666500,764,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
10782a,Switzerland,4243500,2538500,930,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
10784a,Switzerland,4213500,2559500,1117,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
10786a,Switzerland,4209500,2655500,774,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
10797a,Switzerland,4219500,2569500,1007,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
10800a,Switzerland,4242500,2537500,572,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
10802a,Switzerland,4157500,2622500,830,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
10804a,Switzerland,4235500,2558500,813,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
10807a,Switzerland,4221500,2654500,876,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
10809a,Switzerland,4252500,2654500,734,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
10812a,Switzerland,4227500,2579500,1401,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
10814a,Switzerland,4230500,2547500,1358,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
10815a,Switzerland,4242500,2547500,589,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
10820a,Switzerland,4243500,2536500,771,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
10821a,Switzerland,4139500,2621500,710,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
10822a,Switzerland,4234500,2557500,935,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
10823a,Switzerland,4300500,2653500,1533,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
10829a,Switzerland,4229500,2546500,1106,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
10832a,Switzerland,4212500,2567500,1498,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
10833a,Switzerland,4240500,2535500,359,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
10834a,Switzerland,4231500,2556500,1346,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
10835a,Switzerland,4196500,2652500,708,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
10841a,Switzerland,4244500,2577500,1145,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
10848a,Switzerland,4257500,2566500,1434,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
10849a,Switzerland,4213500,2566500,811,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
10850a,Switzerland,4220500,2566500,1119,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
10851a,Switzerland,4210500,2662500,795,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
10854a,Switzerland,4239500,2534500,792,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
10864a,Switzerland,4240500,2576500,1047,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
10866a,Switzerland,4233500,2544500,457,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
10874a,Switzerland,4167500,2629500,1009,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
10876a,Switzerland,4207500,2661500,750,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
10879a,Switzerland,4238500,2533500,896,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
10881a,Switzerland,4291500,2650500,998,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
10882a,Switzerland,4229500,2554500,1031,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
10883a,Switzerland,4231500,2554500,1082,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
10891a,Switzerland,4208500,2575500,1386,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
10893a,Switzerland,4251500,2671500,1408,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
10895a,Switzerland,4095500,2607500,996,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
10896a,Switzerland,4232500,2543500,578,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
10901a,Switzerland,4166500,2628500,756,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
10904a,Switzerland,4243500,2532500,918,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
10905a,Switzerland,4245500,2532500,783,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
10908a,Switzerland,4239500,2585500,1186,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
10911a,Switzerland,4244500,2553500,1229,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
10912a,Switzerland,4234500,2553500,1324,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
10918a,Switzerland,4213500,2574500,1502,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
10919a,Switzerland,4232500,2574500,931,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
10922a,Switzerland,4266500,2670500,1465,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
10923a,Switzerland,4094500,2606500,1116,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
10924a,Switzerland,4231500,2542500,445,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
10926a,Switzerland,4215500,2563500,1099,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
10927a,Switzerland,4244500,2531500,1062,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
10932a,Switzerland,4246500,2552500,876,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
10933a,Switzerland,4235500,2552500,957,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
10934a,Switzerland,4239500,2552500,813,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
10938a,Switzerland,4221500,2573500,1329,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
10941a,Switzerland,4240500,2669500,1028,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
10942a,Switzerland,4234500,2669500,1193,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
10943a,Switzerland,4257500,2669500,515,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
10944a,Switzerland,4259500,2669500,821,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
10948a,Switzerland,4216500,2562500,614,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
10949a,Switzerland,4251500,2562500,1324,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
10958a,Switzerland,4234500,2551500,1278,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
10959a,Switzerland,4245500,2551500,1133,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
10960a,Switzerland,4247500,2551500,1277,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
10962a,Switzerland,4216500,2658000,543,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
10968a,Switzerland,4252500,2561500,1179,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
10971a,Switzerland,4284500,2646500,982,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
10975a,Switzerland,4233500,2550500,1231,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
10976a,Switzerland,4235500,2550500,1240,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
10977a,Switzerland,4246500,2550500,1237,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
10978a,Switzerland,4245000,2561000,634,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
10985a,Switzerland,4190500,2635500,1077,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
10986a,Switzerland,4231500,2571500,615,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
10991a,Switzerland,4222500,2560500,691,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
10997a,Switzerland,4240500,2549500,637,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
10998a,Switzerland,4245500,2549500,1352,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic,PA05
3a,Italy,4607500,2186500,964,Appenine deciduous montane forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
8a,Italy,4622500,2090500,1298,Appenine deciduous montane forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
9a,Italy,4641500,2090500,1735,Appenine deciduous montane forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
10a,Italy,4628500,2090500,1841,Appenine deciduous montane forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
12a,Italy,4603500,2175500,1614,Appenine deciduous montane forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
13a,Italy,4694500,2047500,1549,Appenine deciduous montane forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
14a,Italy,4697500,2047500,1362,Appenine deciduous montane forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
16a,Italy,4296500,2399500,943,Appenine deciduous montane forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
17a,Italy,4295500,2399500,995,Appenine deciduous montane forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
18a,Italy,4293500,2399500,1218,Appenine deciduous montane forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
19a,Italy,4276500,2399500,1081,Appenine deciduous montane forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
21a,Italy,4416500,2335500,964,Appenine deciduous montane forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
26a,Italy,4583500,2100500,1549,Appenine deciduous montane forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
27a,Italy,4664500,2100500,1261,Appenine deciduous montane forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
28a,Italy,4667500,2100500,1475,Appenine deciduous montane forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
30a,Italy,4285500,2388500,1494,Appenine deciduous montane forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
31a,Italy,4270500,2388500,1068,Appenine deciduous montane forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
33a,Italy,4350500,2356500,1080,Appenine deciduous montane forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
35a,Italy,4581500,2185500,1330,Appenine deciduous montane forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
39a,Italy,4347500,2345500,1248,Appenine deciduous montane forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
41a,Italy,4350500,2345500,1278,Appenine deciduous montane forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
42a,Italy,4620500,2089500,1642,Appenine deciduous montane forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
43a,Italy,4625500,2089500,1205,Appenine deciduous montane forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
45a,Italy,4561500,2174500,1046,Appenine deciduous montane forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
46a,Italy,4658500,2110500,1323,Appenine deciduous montane forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
